s	rpm	V	V	l/min	bar
Time  Spider8_1 CH=1	n CH=2	U_ster CH=3	Znacznik CH=4	Q CH=5	p CH=8
0,2683	2515,451646	5,94410963	10,01	12,03266136	94,98298972
0,2683	2515,154089	5,944420546	10,01	12,02825407	94,96233567
0,2683	2515,074871	5,944553457	10,01	12,02681119	94,92051095
0,2683	2515,027533	5,944484004	10,01	12,03226125	94,85707765
0,2683	2515,00823	5,944350495	10,01	12,03783799	94,77025345
0,2693	2515	5,944306538	10,01	12,04009312	94,66942937
0,2693	2515	5,94432765	10,01	12,03972497	94,57007799
0,2693	2515	5,944386657	10,01	12,03973102	94,4897327
0,2693	2515	5,944438711	10,01	12,04421623	94,44088688
0,2703	2515	5,94452974	10,01	12,04699732	94,42196669
0,2703	2515	5,94477211	10,01	12,04373863	94,4198346
0,2703	2515	5,945177776	10,01	12,03684256	94,41663299
0,2703	2515	5,945537867	10,01	12,03119034	94,39869615
0,2703	2515	5,945731196	10,01	12,03305607	94,36045781
0,2713	2515	5,945692287	10,01	12,03836496	94,311386
0,2713	2513,822552	5,945589153	10,01	12,04132865	94,26395768
0,2713	2510,934956	5,945521045	10,01	12,04147887	94,23058946
0,2713	2506,102652	5,945486087	10,01	12,04034827	94,21357525
0,2713	2500,001029	5,945447576	10,01	12,04270272	94,21134706
0,2723	2493,899406	5,945349927	10,01	12,04591445	94,21443996
0,2723	2489,067101	5,94524759	10,01	12,04305092	94,21953032
0,2723	2486,179505	5,945304028	10,01	12,03440039	94,21973692
0,2723	2485,002058	5,945517834	10,01	12,02466348	94,22229726
0,2723	2484,5	5,945748528	10,01	12,02160686	94,23687951
0,2733	2484,5	5,945807573	10,01	12,02561608	94,28065938
0,2733	2484,5	5,94565318	10,01	12,02922858	94,3609049
0,2733	2484,5	5,945411415	10,01	12,02938562	94,4770461
0,2733	2484,5	5,945195942	10,01	12,02682352	94,61981736
0,2733	2484,5	5,945032922	10,01	12,02607555	94,77143138
0,2743	2484,5	5,944911348	10,01	12,02939391	94,91240946
0,2743	2484,5	5,944788506	10,01	12,02976626	95,02928338
0,2743	2484,5	5,944743242	10,01	12,02358776	95,11614217
0,2743	2484,5	5,944883246	10,01	12,01393779	95,17386815
0,2753	2484,596512	5,945235684	10,01	12,00734384	95,21319807
0,2753	2484,8332	5,945620968	10,01	12,00954013	95,24528559
0,2753	2485,229291	5,945819147	10,01	12,01510522	95,28211656
0,2753	2485,729424	5,945796159	10,01	12,01821307	95,31689669
0,2753	2486,229557	5,945678108	10,01	12,01830011	95,34420392
0,2763	2486,625647	5,945598757	10,01	12,01704705	95,3455167
0,2763	2486,862336	5,945617861	10,01	12,02010303	95,31414884
0,2763	2486,958848	5,945677038	10,01	12,02407986	95,25377454
0,2763	2487	5,945738289	10,01	12,0238949	95,18119274
0,2763	2487	5,945817242	10,01	12,02096703	95,11577213
0,2773	2487	5,945986617	10,01	12,018506	95,07723571
0,2773	2487	5,946325974	10,01	12,02255922	95,06716218
0,2773	2487	5,946695839	10,01	12,03019321	95,08024914
0,2773	2487	5,946924392	10,01	12,035407	95,09246896
0,2773	2487	5,946939678	10,01	12,0379401	95,08495267
0,2783	2487	5,946841895	10,01	12,03834406	95,04541239
0,2783	2487	5,9467404	10,01	12,04179641	94,97463692
0,2783	2487	5,946639171	10,01	12,04642997	94,88362841
0,2783	2487	5,946502141	10,01	12,04552985	94,78562102
0,2783	2487	5,946322896	10,01	12,0407328	94,6916024
0,2793	2487	5,946158303	10,01	12,03523792	94,60598442
0,2793	2487	5,946125286	10,01	12,03593839	94,52191361
0,2793	2487,424653	5,94632012	10,01	12,04247843	94,43186533
0,2793	2488,466081	5,946612273	10,01	12,04765018	94,32917566
0,2803	2490,20888	5,946767462	10,01	12,05028548	94,21098022
0,2803	2492,409465	5,94666054	10,01	12,05054566	94,08094325
0,2803	2494,61005	5,946402815	10,01	12,05261569	93,94795348
0,2803	2496,352849	5,946127796	10,01	12,05770452	93,82695295
0,2803	2497,394277	5,945933265	10,01	12,05814904	93,72305203
0,2813	2497,81893	5,94579774	10,01	12,05269385	93,64111678
0,2813	2498	5,945723873	10,01	12,0449428	93,57648707
0,2813	2498	5,945653085	10,01	12,04125255	93,52476662
0,2813	2498	5,94566302	10,01	12,04507441	93,48029941
0,2813	2498	5,945785863	10,01	12,05005863	93,44395658
0,2823	2498	5,945964909	10,01	12,05221347	93,41914807
0,2823	2498	5,94598819	10,01	12,05174889	93,41826293
0,2823	2498	5,945848886	10,01	12,05107689	93,4484283
0,2823	2498	5,945604241	10,01	12,05372912	93,51318145
0,2823	2498	5,945422022	10,01	12,05400154	93,60481788
0,2833	2498	5,945330359	10,01	12,04783943	93,71475855
0,2833	2498,791399	5,945267868	10,01	12,03858148	93,82370761
0,2833	2500,732243	5,94514512	10,01	12,03180493	93,92106798
0,2833	2503,980185	5,944950323	10,01	12,0333886	94,00010757
0,2833	2508,081276	5,944792919	10,01	12,03898287	94,06323704
0,2843	2512,182367	5,944830226	10,01	12,04159527	94,11345494
0,2843	2515,430309	5,94498458	10,01	12,04081881	94,1534913
0,2843	2517,371152	5,945115247	10,01	12,03829053	94,18548934
0,2843	2518,162551	5,945079484	10,01	12,04000936	94,20707742
0,2853	2518,5	5,94488786	10,01	12,04417788	94,21534899
0,2853	2518,5	5,944679481	10,01	12,04438874	94,20689584
0,2853	2518,5	5,944562159	10,01	12,04141427	94,1781594
0,2853	2518,5	5,944507899	10,01	12,03787606	94,12955051
0,2853	2518,5	5,9444355	10,01	12,03973639	94,07417621
0,2863	2518,5	5,944280777	10,01	12,04656512	94,02611939
0,2863	2518,5	5,944129264	10,01	12,05118156	94,00603608
0,2863	2518,5	5,944119063	10,01	12,05263361	94,02378884
0,2863	2518,5	5,944233344	10,01	12,05173393	94,07972714
0,2863	2518,5	5,944327746	10,01	12,05274184	94,15657332
0,2873	2518,982561	5,944294492	10,01	12,057008	94,23648391
0,2873	2520,166002	5,944115446	10,01	12,05731338	94,29996011
0,2873	2522,146454	5,943944668	10,01	12,05286679	94,33753071
0,2873	2524,647119	5,943881911	10,01	12,0468363	94,34461114
0,2873	2527,147784	5,943918944	10,01	12,04482741	94,33123633
0,2883	2529,128237	5,943994914	10,01	12,04990611	94,3068537
0,2883	2530,311678	5,944045965	10,01	12,05482848	94,27908703
0,2883	2530,794239	5,944100728	10,01	12,05658381	94,24783144
0,2883	2531	5,944281847	10,01	12,05581123	94,20906291
0,2883	2531	5,944583101	10,01	12,05536531	94,15317073
0,2893	2531	5,94484755	10,01	12,0586435	94,07609225
0,2893	2531	5,944943694	10,01	12,05985728	93,98515394
0,2893	2531	5,944893211	10,01	12,05460678	93,89657824
0,2893	2531	5,944849993	10,01	12,04567806	93,82751273
0,2903	2531	5,944901716	10,01	12,03839895	93,78914854
0,2903	2531	5,945009737	10,01	12,03900954	93,78247331
0,2903	2531	5,945107518	10,01	12,04390387	93,79696024
0,2903	2531	5,945138764	10,01	12,04743367	93,81599454
0,2903	2529,745342	5,945148065	10,01	12,04807829	93,82419996
0,2913	2526,668396	5,945268265	10,01	12,04728288	93,81438662
0,2913	2521,519219	5,945581093	10,01	12,04894119	93,7914943
0,2913	2515,01749	5,945911349	10,01	12,051168	93,76560233
0,2913	2508,51576	5,946082828	10,01	12,04864742	93,74782939
0,2913	2503,366583	5,946007824	10,01	12,04214327	93,74720909
0,2923	2500,289637	5,945822091	10,01	12,03588186	93,76556111
0,2923	2499,034979	5,945609999	10,01	12,03528544	93,7943607
0,2923	2498,5	5,945412589	10,01	12,03985829	93,82285709
0,2923	2498,5	5,945234945	10,01	12,04318446	93,84858048
0,2923	2498,5	5,94507989	10,01	12,04305518	93,87383561
0,2933	2498,5	5,944962598	10,01	12,04082695	93,90945272
0,2933	2498,5	5,945000236	10,01	12,04064234	93,97121207
0,2933	2498,5	5,945238023	10,01	12,04368167	94,07205197
0,2933	2498,5	5,94555286	10,01	12,04345685	94,20794512
0,2933	2498,5	5,945679009	10,01	12,03819734	94,36379482
0,2943	2498,5	5,945553287	10,01	12,03122473	94,51544549
0,2943	2498,5	5,94528449	10,01	12,02839762	94,64019663
0,2943	2498,5	5,944989164	10,01	12,03298485	94,72272972
0,2943	2498,5	5,944796972	10,01	12,03824782	94,76455268
0,2953	2498,5	5,944705944	10,01	12,03984289	94,77008594
0,2953	2498,5	5,944722367	10,01	12,03846576	94,75654943
0,2953	2497,843718	5,944798943	10,01	12,03735448	94,7352179
0,2953	2496,234238	5,944988123	10,01	12,04086149	94,72176045
0,2953	2493,540822	5,945348118	10,01	12,04385568	94,7171239
0,2963	2490,139918	5,945797238	10,01	12,04100114	94,72405464
0,2963	2486,739013	5,946090055	10,01	12,03424051	94,7411871
0,2963	2484,045597	5,946179842	10,01	12,02830159	94,76283034
0,2963	2482,436118	5,946094638	10,01	12,03010244	94,78267124
0,2963	2481,779835	5,945986285	10,01	12,03619849	94,80232031
0,2973	2481,5	5,945908573	10,01	12,04033009	94,82205205
0,2973	2481,5	5,945903487	10,01	12,04156714	94,85056996
0,2973	2481,5	5,945979324	10,01	12,04117058	94,88717169
0,2973	2481,5	5,946101902	10,01	12,04344973	94,92706831
0,2973	2481,5	5,946317071	10,01	12,04713483	94,95871009
0,2983	2481,5	5,946679112	10,01	12,04517259	94,96360786
0,2983	2481,5	5,947047471	10,01	12,03771497	94,93219369
0,2983	2481,5	5,947238423	10,01	12,02880907	94,86792356
0,2983	2481,5	5,947149468	10,01	12,02576581	94,7808646
0,2983	2481,5	5,946868055	10,01	12,03004031	94,69003055
0,2993	2481,982561	5,946550084	10,01	12,03530479	94,60738548
0,2993	2483,166002	5,946239065	10,01	12,03849976	94,53879824
0,2993	2485,146454	5,946011242	10,01	12,03929242	94,48296632
0,2993	2487,647119	5,945846081	10,01	12,0410193	94,42942344
0,3003	2490,147784	5,94576656	10,01	12,04486995	94,3681366
0,3003	2492,128237	5,945817109	10,01	12,04538711	94,2916625
0,3003	2493,311678	5,94605928	10,01	12,04096533	94,19527844
0,3003	2493,794239	5,94636923	10,01	12,03481967	94,08800042
0,3003	2494	5,946548106	10,01	12,03213339	93,97816915
0,3013	2494	5,946453762	10,01	12,03625094	93,88253689
0,3013	2494	5,946190317	10,01	12,04201767	93,80584089
0,3013	2494	5,945848657	10,01	12,04519958	93,74819417
0,3013	2494	5,945552594	10,01	12,0454124	93,70265094
0,3013	2494	5,945311691	10,01	12,04539174	93,66575205
0,3023	2494	5,945177908	10,01	12,04837518	93,63715286
0,3023	2494	5,9451014	10,01	12,05045709	93,62334936
0,3023	2494	5,945144721	10,01	12,04849947	93,62892615
0,3023	2494	5,945337046	10,01	12,04409	93,66280208
0,3023	2494	5,945598691	10,01	12,04111571	93,72337496
0,3033	2494	5,945705036	10,01	12,04391314	93,80428515
0,3033	2494	5,945617085	10,01	12,04880282	93,89500038
0,3033	2494	5,945356983	10,01	12,0503371	93,98151289
0,3033	2494,173722	5,945081964	10,01	12,04871125	94,04796602
0,3033	2494,599761	5,944837586	10,01	12,04648435	94,08487602
0,3043	2495,312724	5,94464653	10,01	12,04819153	94,09265313
0,3043	2496,212963	5,944527665	10,01	12,051168	94,082838
0,3043	2497,113202	5,944451696	10,01	12,04953327	94,06992181
0,3043	2497,826165	5,94447939	10,01	12,04332283	94,06740573
0,3053	2498,252204	5,944674764	10,01	12,03635023	94,08329197
0,3053	2498,425926	5,94493587	10,01	12,03496493	94,11415495
0,3053	2498,5	5,945067408	10,01	12,03949099	94,15366798
0,3053	2498,5	5,944970223	10,01	12,04334907	94,19565101
0,3053	2498,5	5,944682086	10,01	12,04455221	94,24020434
0,3063	2498,5	5,94437619	10,01	12,04365348	94,28851939
0,3063	2498,5	5,944111003	10,01	12,04464169	94,34732995
0,3063	2498,5	5,943927175	10,01	12,04850371	94,41949481
0,3063	2498,982561	5,943820887	10,01	12,04830731	94,50234904
0,3063	2500,166002	5,943777803	10,01	12,04148351	94,59112841
0,3073	2502,146454	5,94381423	10,01	12,03150139	94,67472254
0,3073	2504,647119	5,944038472	10,01	12,0250693	94,73929579
0,3073	2507,147784	5,94434307	10,01	12,02710439	94,77397387
0,3073	2509,128237	5,944585205	10,01	12,03254361	94,77493734
0,3073	2510,311678	5,944617588	10,01	12,03641797	94,75055185
0,3083	2510,794239	5,944461358	10,01	12,03749154	94,71167925
0,3083	2511	5,944226449	10,01	12,03770104	94,67408186
0,3083	2511	5,944004252	10,01	12,04086614	94,6463794
0,3083	2511	5,943849292	10,01	12,04293469	94,62456978
0,3083	2511	5,943804464	10,01	12,03917393	94,60274905
0,3093	2511	5,94385936	10,01	12,03139693	94,57109112
0,3093	2511	5,944076575	10,01	12,02449791	94,52631784
0,3093	2511	5,944501202	10,01	12,02449827	94,46747428
0,3093	2511	5,945059916	10,01	12,03005937	94,40327606
0,3103	2511	5,945588046	10,01	12,03523177	94,34501551
0,3103	2511	5,945876553	10,01	12,0377772	94,29742332
0,3103	2511	5,94588411	10,01	12,03773382	94,26308538
0,3103	2511	5,945697543	10,01	12,03932554	94,2374302
0,3103	2511	5,945448684	10,01	12,04249776	94,21131385
0,3113	2511	5,945177776	10,01	12,04308576	94,174078
0,3113	2511,579073	5,944990433	10,01	12,04003837	94,11822075
0,3113	2512,999202	5,944889403	10,01	12,03643983	94,04642039
0,3113	2515,375745	5,944947178	10,01	12,03637398	93,97020619
0,3113	2518,376543	5,945175096	10,01	12,04033498	93,90629211
0,3123	2521,377341	5,945594173	10,01	12,04379431	93,87165152
0,3123	2523,753885	5,946004481	10,01	12,04454795	93,8730282
0,3123	2525,174014	5,946207045	10,01	12,04345638	93,90751626
0,3123	2525,753086	5,946103466	10,01	12,0440272	93,95985227
0,3123	2526	5,945794728	10,01	12,04656503	94,01772441
0,3133	2526	5,945361236	10,01	12,04695508	94,07053343
0,3133	2526	5,944927544	10,01	12,04230856	94,114835
0,3133	2526	5,944603909	10,01	12,03545358	94,15164353
0,3133	2526	5,944440623	10,01	12,03184603	94,18780277
0,3133	2526	5,944447178	10,01	12,03406241	94,23040717
0,3143	2526	5,9446761	10,01	12,03778845	94,28365092
0,3143	2526	5,945113475	10,01	12,03865907	94,34183134
0,3143	2526	5,94559765	10,01	12,03638557	94,39362971
0,3143	2526	5,94589201	10,01	12,03422856	94,42992623
0,3153	2525,305113	5,94591027	10,01	12,03565843	94,45075532
0,3153	2523,600958	5,945712631	10,01	12,03755564	94,46360576
0,3153	2520,749106	5,94538104	10,01	12,03475841	94,48291836
0,3153	2517,148148	5,945055435	10,01	12,02639495	94,5199718
0,3153	2513,54719	5,944845948	10,01	12,01723939	94,57790529
0,3163	2510,695338	5,944809682	10,01	12,01381349	94,64897601
0,3163	2508,991184	5,944948684	10,01	12,01610414	94,72145576
0,3163	2508,296296	5,945286194	10,01	12,01947075	94,78575309
0,3163	2508	5,945811019	10,01	12,02100653	94,8333416
0,3163	2508	5,946364343	10,01	12,02137354	94,85426906
0,3173	2508	5,946709886	10,01	12,02354378	94,85276959
0,3173	2508	5,946790941	10,01	12,027112	94,83869523
0,3173	2508	5,946682086	10,01	12,02719291	94,82529517
0,3173	2508	5,946533623	10,01	12,02176291	94,82288452
0,3173	2508	5,946427876	10,01	12,01417666	94,83191109
0,3183	2508	5,946373113	10,01	12,01053065	94,84535518
0,3183	2508	5,946346043	10,01	12,01339098	94,85042457
0,3183	2508	5,946329488	10,01	12,0193156	94,83388287
0,3183	2508	5,946391942	10,01	12,02350819	94,79425732
0,3183	2508	5,946633147	10,01	12,02513707	94,73259363
0,3193	2508	5,946943096	10,01	12,02630601	94,65769103
0,3193	2508	5,9471394	10,01	12,02953135	94,57809675
0,3193	2507,169996	5,947071756	10,01	12,03233847	94,50198972
0,3193	2505,134477	5,946812487	10,01	12,03189911	94,43543916
0,3203	2501,728099	5,94649067	10,01	12,02891536	94,37482404
0,3203	2497,426955	5,946190221	10,01	12,0271909	94,31229268
0,3203	2493,125811	5,945940756	10,01	12,02936076	94,23562483
0,3203	2489,719432	5,945732103	10,01	12,03449924	94,14139936
0,3203	2487,683914	5,945554062	10,01	12,03865177	94,03443562
0,3213	2486,853909	5,945492006	10,01	12,04064189	93,92545137
0,3213	2486,5	5,945643717	10,01	12,04193291	93,83099628
0,3213	2486,5	5,945927677	10,01	12,04406802	93,76116307
0,3213	2486,5	5,946137894	10,01	12,04563865	93,71036898
0,3213	2486,5	5,946099791	10,01	12,04436202	93,67260578
0,3223	2486,5	5,945865176	10,01	12,04048769	93,63501533
0,3223	2486,5	5,945562662	10,01	12,03802456	93,5917375
0,3223	2486,5	5,945304199	10,01	12,03891116	93,5442916
0,3223	2486,5	5,945124216	10,01	12,04231772	93,49986894
0,3223	2486,5	5,944994951	10,01	12,04507691	93,46868546
0,3233	2486,5	5,944896592	10,01	12,04551914	93,46246819
0,3233	2486,635117	5,944894991	10,01	12,04579815	93,48310129
0,3233	2486,96648	5,945047034	10,01	12,04753452	93,52914584
0,3233	2487,521007	5,945358025	10,01	12,04903791	93,58783803
0,3233	2488,221193	5,945575639	10,01	12,04673658	93,64142877
0,3243	2488,92138	5,945556299	10,01	12,03917933	93,68304835
0,3243	2489,475906	5,945276895	10,01	12,03053323	93,70425113
0,3243	2489,80727	5,94489161	10,01	12,026361	93,71411637
0,3243	2489,942387	5,944526434	10,01	12,02739006	93,72713157
0,3253	2490	5,944246424	10,01	12,03030914	93,75549178
0,3253	2490	5,944072161	10,01	12,031129	93,80273567
0,3253	2490	5,943977354	10,01	12,03041608	93,86396719
0,3253	2490	5,943989127	10,01	12,03087316	93,92468129
0,3253	2490	5,944191557	10,01	12,03346555	93,97587981
0,3263	2490	5,944527533	10,01	12,03360536	94,01190724
0,3263	2490	5,944808946	10,01	12,02849484	94,03907746
0,3263	2490	5,944830219	10,01	12,0198872	94,06993434
0,3263	2490	5,944594771	10,01	12,0141791	94,11924214
0,3263	2490	5,944265054	10,01	12,01538583	94,19330962
0,3273	2490,250932	5,943946212	10,01	12,02063608	94,28987814
0,3273	2490,866321	5,943717385	10,01	12,02422109	94,39403803
0,3273	2491,896156	5,943554365	10,01	12,02429839	94,49052298
0,3273	2493,196502	5,94345467	10,01	12,02267859	94,56615351
0,3273	2494,496848	5,943476549	10,01	12,02379571	94,61217215
0,3283	2495,526683	5,943704504	10,01	12,02609772	94,63741215
0,3283	2496,142073	5,94414385	10,01	12,02534789	94,64817132
0,3283	2496,393004	5,944611402	10,01	12,02110086	94,65511024
0,3283	2496,5	5,944834566	10,01	12,01677606	94,66420013
0,3283	2496,5	5,94478559	10,01	12,01751243	94,67750298
0,3293	2496,5	5,944575202	10,01	12,02281893	94,69280902
0,3293	2496,5	5,944381911	10,01	12,02755518	94,7048324
0,3293	2496,5	5,944271949	10,01	12,02888117	94,70773063
0,3293	2496,5	5,944289007	10,01	12,02825701	94,69701233
0,3303	2496,5	5,944414559	10,01	12,02936305	94,66878961
0,3303	2496,5	5,944610464	10,01	12,03302029	94,63026707
0,3303	2496,5	5,944963933	10,01	12,03453099	94,58981155
0,3303	2496,5	5,945408706	10,01	12,03162709	94,55479364
0,3303	2497,252795	5,945803054	10,01	12,02674121	94,52982263
0,3313	2499,098962	5,945965005	10,01	12,02496627	94,51274616
0,3313	2502,188469	5,945879763	10,01	12,0282528	94,49371059
0,3313	2506,089506	5,945681953	10,01	12,03302627	94,46211774
0,3313	2509,990544	5,945518203	10,01	12,03530433	94,41107608
0,3313	2513,08005	5,945395626	10,01	12,03532877	94,34615329
0,3323	2514,926218	5,945358659	10,01	12,03563496	94,27942139
0,3323	2515,679012	5,945281781	10,01	12,03829089	94,22548119
0,3323	2516	5,945250099	10,01	12,03964947	94,19666945
0,3323	2516	5,945309882	10,01	12,03590519	94,19502546
0,3323	2516	5,945509604	10,01	12,02787294	94,21643115
0,3333	2516	5,945706911	10,01	12,02141244	94,24978323
0,3333	2516	5,945743812	10,01	12,02075483	94,2855456
0,3333	2516	5,945558505	10,01	12,02407881	94,31759511
0,3333	2516	5,945313898	10,01	12,02645083	94,34580756
0,3333	2516	5,945087685	10,01	12,0261146	94,37720464
0,3343	2516	5,944959424	10,01	12,02484505	94,41798261
0,3343	2516	5,94489054	10,01	12,02571564	94,47283485
0,3343	2516	5,944849425	10,01	12,02689824	94,54267234
0,3343	2516	5,944836544	10,01	12,02372006	94,61528764
0,3353	2516	5,944975043	10,01	12,0150163	94,68354817
0,3353	2516	5,945294093	10,01	12,00579719	94,73695757
0,3353	2516,501863	5,945655728	10,01	12,00258876	94,77644466
0,3353	2517,732642	5,945857752	10,01	12,00640353	94,80596414
0,3353	2519,792312	5,945833931	10,01	12,01176707	94,83183244
0,3363	2522,393004	5,945713834	10,01	12,0136102	94,86194265
0,3363	2524,993696	5,94561572	10,01	12,01212121	94,90414983
0,3363	2527,053367	5,945646729	10,01	12,01100964	94,95830256
0,3363	2528,284145	5,945739832	10,01	12,01331835	95,02206319
0,3363	2528,786008	5,945819013	10,01	12,01579426	95,08457701
0,3373	2529	5,945894584	10,01	12,01457741	95,13596506
0,3373	2529	5,946024389	10,01	12,01023443	95,16631229
0,3373	2529	5,946306501	10,01	12,00737255	95,1802575
0,3373	2529	5,946666837	10,01	12,00949894	95,190333
0,3373	2529	5,946896357	10,01	12,01438019	95,2115144
0,3383	2529	5,946942188	10,01	12,01769763	95,2477118
0,3383	2529	5,946796566	10,01	12,01806863	95,29065726
0,3383	2529	5,946674593	10,01	12,01757791	95,32290317
0,3383	2529	5,946608664	10,01	12,01897302	95,33006294
0,3383	2529	5,946555199	10,01	12,02105017	95,30569029
0,3393	2527,976972	5,946475611	10,01	12,02069747	95,25769878
0,3393	2525,468077	5,946334839	10,01	12,01674624	95,18963515
0,3393	2521,269517	5,946233505	10,01	12,01318207	95,11071199
0,3393	2515,968107	5,94628339	10,01	12,01396202	95,03115661
0,3403	2510,666697	5,946421786	10,01	12,0188138	94,95242959
0,3403	2506,468137	5,94654426	10,01	12,02505683	94,87863547
0,3403	2503,959242	5,946478454	10,01	12,02902846	94,80383667
0,3403	2502,936214	5,946287833	10,01	12,03144174	94,71730576
0,3403	2502,5	5,946112339	10,01	12,0336368	94,61233703
0,3413	2502,5	5,946051087	10,01	12,03517598	94,48581971
0,3413	2502,5	5,946058078	10,01	12,03526861	94,35012204
0,3413	2502,5	5,946023451	10,01	12,03180184	94,22108407
0,3413	2502,5	5,945884649	10,01	12,02751965	94,10781504
0,3413	2502,5	5,945698916	10,01	12,02579595	94,01796566
0,3423	2502,5	5,94559153	10,01	12,02675303	93,94186953
0,3423	2502,5	5,94558598	10,01	12,02986484	93,87287286
0,3423	2502,5	5,945596816	10,01	12,03192259	93,80359743
0,3423	2502,5	5,945515221	10,01	12,03350752	93,73402192
0,3423	2501,920927	5,945337681	10,01	12,03585043	93,67050424
0,3433	2500,500798	5,945183326	10,01	12,03691861	93,6204903
0,3433	2498,124255	5,945156835	10,01	12,0355573	93,58863544
0,3433	2495,123457	5,945223238	10,01	12,03054764	93,58005444
0,3433	2491,929634	5,945258264	10,01	12,02486948	93,59138314
0,3433	2489,079715	5,945163921	10,01	12,02319825	93,616109
0,3443	2486,867405	5,94499749	10,01	12,02551864	93,64510318
0,3443	2485,288066	5,944846148	10,01	12,02948012	93,66998073
0,3443	2484,040886	5,944783021	10,01	12,03119795	93,6853791
0,3443	2483,248705	5,944739832	10,01	12,03009492	93,69284911
0,3453	2482,775329	5,944621972	10,01	12,0295216	93,70098737
0,3453	2482,582305	5,944444432	10,01	12,03072	93,71969989
0,3453	2482,5	5,94429881	10,01	12,03173628	93,75417596
0,3453	2482,5	5,944325841	10,01	12,02995246	93,80223591
0,3453	2482,5	5,944434904	10,01	12,02499092	93,86126616
0,3463	2482,5	5,944519066	10,01	12,02151076	93,92218653
0,3463	2482,5	5,944447577	10,01	12,0225185	93,9801109
0,3463	2482,5	5,944255953	10,01	12,02656939	94,03170265
0,3463	2482,828141	5,9440833	10,01	12,02979789	94,07579255
0,3463	2483,632881	5,944059318	10,01	12,02993637	94,12089761
0,3473	2484,979589	5,944109261	10,01	12,0291599	94,17675313
0,3473	2486,680041	5,944119633	10,01	12,03045035	94,24682817
0,3473	2488,380493	5,94400682	10,01	12,03252448	94,33408226
0,3473	2489,727201	5,943893116	10,01	12,03232569	94,42695355
0,3473	2490,531941	5,943863944	10,01	12,02785656	94,51301714
0,3483	2490,860082	5,943997025	10,01	12,02255214	94,57820897
0,3483	2491	5,944156731	10,01	12,02110907	94,61705676
0,3483	2491	5,944264951	10,01	12,02414368	94,63758886
0,3483	2491	5,944270037	10,01	12,02834839	94,64703929
0,3483	2491	5,944274119	10,01	12,03006149	94,65371626
0,3493	2491	5,944359729	10,01	12,0301006	94,66282519
0,3493	2491	5,944472135	10,01	12,03103275	94,67026597
0,3493	2491	5,944557671	10,01	12,03318652	94,66921214
0,3493	2491	5,944593302	10,01	12,03415563	94,6523033
0,3503	2491	5,944639332	10,01	12,03054661	94,61656366
0,3503	2491	5,944818112	10,01	12,02383172	94,56234672
0,3503	2491	5,945114981	10,01	12,019249	94,49712191
0,3503	2491	5,945349057	10,01	12,01976726	94,43452168
0,3503	2491	5,945415659	10,01	12,0244407	94,38217241
0,3513	2491	5,945301918	10,01	12,02887861	94,34619867
0,3513	2491,270234	5,945221931	10,01	12,03108648	94,3197215
0,3513	2491,932961	5,945262582	10,01	12,03306397	94,29243593
0,3513	2493,042014	5,945379336	10,01	12,03522788	94,25061748
0,3513	2494,442387	5,945483804	10,01	12,03614546	94,18521003
0,3523	2495,842759	5,945490567	10,01	12,03362335	94,10260353
0,3523	2496,951813	5,945429676	10,01	12,02813624	94,01120012
0,3523	2497,61454	5,945440823	10,01	12,02427003	93,92726755
0,3523	2497,884774	5,94555356	10,01	12,02474587	93,86730105
0,3523	2498	5,945666468	10,01	12,02824941	93,83777246
0,3533	2498	5,945607519	10,01	12,03150339	93,83618363
0,3533	2498	5,945431816	10,01	12,03160304	93,8564914
0,3533	2498	5,945255858	10,01	12,03084163	93,89043132
0,3533	2498	5,945178979	10,01	12,03176942	93,9342391
0,3533	2498	5,94516249	10,01	12,03359199	93,98619682
0,3543	2498	5,945107518	10,01	12,03325738	94,05524151
0,3543	2498	5,944999631	10,01	12,02880331	94,13848812
0,3543	2498	5,94487853	10,01	12,02328711	94,2386626
0,3543	2498	5,944913621	10,01	12,02145297	94,34746216
0,3553	2498,656282	5,945134321	10,01	12,02374257	94,460769
0,3553	2500,265762	5,945387159	10,01	12,02701928	94,56416623
0,3553	2502,959178	5,945500768	10,01	12,02702357	94,65127483
0,3553	2506,360082	5,945464199	10,01	12,02459511	94,71544881
0,3553	2509,760987	5,945390606	10,01	12,02349159	94,76081048
0,3563	2512,454403	5,945452396	10,01	12,02463411	94,79777636
0,3563	2514,063882	5,945591834	10,01	12,02567512	94,84396514
0,3563	2514,720165	5,945760603	10,01	12,02304059	94,9075237
0,3563	2515	5,94584989	10,01	12,01655018	94,99205917
0,3563	2515	5,945897966	10,01	12,01113844	95,09330316
0,3573	2515	5,94597116	10,01	12,01034501	95,20421957
0,3573	2515	5,946165198	10,01	12,0135164	95,31750113
0,3573	2515	5,94632624	10,01	12,01703397	95,4270576
0,3573	2515	5,94640847	10,01	12,01752972	95,52393948
0,3573	2515	5,9463531	10,01	12,01728145	95,60583608
0,3583	2515	5,946311388	10,01	12,01782491	95,67555845
0,3583	2515	5,946358223	10,01	12,01817715	95,73925165
0,3583	2515	5,946505389	10,01	12,01654553	95,80515519
0,3583	2515	5,946613741	10,01	12,01088018	95,86510211
0,3583	2515	5,946612738	10,01	12,0045861	95,91031864
0,3593	2515	5,94652114	10,01	12,00188089	95,92322942
0,3593	2515	5,946484779	10,01	12,00323538	95,89695673
0,3593	2515,540468	5,946574737	10,01	12,00775993	95,84193189
